Title,Year,Genre,Director,Lead_Actor,Budget_INR,BoxOffice_INR,IMDb_Rating,TMDB_Rating,BoxOfficeMojo_Score,Duration_Minutes,Language,Production_House,Release_Month,Certification
DDLJ,2022,Action,Neeraj Pandey,Irrfan Khan,116000000,327681368.1,7.3,5.1,83.69,174,Hindi,Production House 333,May,U
Dangal,2020,Romance,Mani Ratnam,Ayushmann Khurrana,108000000,406519179.5,3.2,9.8,11.72,154,Tamil,Production House 137,August,U
Jawan,2015,Comedy,Rajkumar Hirani,Rajkummar Rao,129000000,347490389.1,1.5,7.6,82.3,105,Hindi,Production House 498,March,U
Sholay,2001,Drama,Karan Johar,Prabhas,32000000,43254295.91,3.3,9.4,13.92,111,Hindi,Production House 20,February,U
Kahaani,2008,Comedy,Sanjay Leela Bhansali,Salman Khan,145000000,534555619,3,8.3,90.59,176,Hindi,Production House 420,February,A
Singham,1988,Drama,Rohit Shetty,Ranbir Kapoor,161000000,166254523.2,1.8,7.5,67.85,109,Hindi,Production House 116,April,U/A
Gully Boy,2005,Adventure,Zoya Akhtar,Allu Arjun,177000000,733192913.7,5,8.5,35.2,138,Telugu,Production House 433,July,U/A
Dangal,1991,Sci-Fi,Neeraj Pandey,Shah Rukh Khan,24000000,54724812.63,3.6,7.2,39.27,161,Hindi,Production House 13,December,U/A
Sooryavanshi,1980,Comedy,Neeraj Pandey,Ayushmann Khurrana,190000000,653067550.4,9.3,6.1,28.46,135,Hindi,Production House 219,February,A
Barfi,1987,Comedy,S. S. Rajamouli,Prabhas,121000000,248189233.8,4.6,7.6,21.13,138,Telugu,Production House 18,June,U
RRR,2012,Adventure,Karan Johar,Pankaj Tripathi,58000000,203628191.7,8.9,3.1,91.11,155,Hindi,Production House 441,July,U
3 Idiots,1983,Sci-Fi,Neeraj Pandey,Pankaj Tripathi,113000000,508651544.4,3.8,5.4,18.44,151,Hindi,Production House 8,September,U/A
Singham,1993,Horror,Zoya Akhtar,Akshay Kumar,68000000,248629706.6,8.5,9.6,17.59,152,Hindi,Production House 426,December,U
Pathaan,2008,Romance,Zoya Akhtar,Aamir Khan,56000000,197195064.1,5.1,8.3,36.03,121,Hindi,Production House 241,December,U
Drishyam,1993,Comedy,Rajkumar Hirani,Ranveer Singh,47000000,183692386.7,1.3,9.3,98.43,172,Hindi,Production House 264,July,A
Tanu Weds Manu,1988,Comedy,Sanjay Leela Bhansali,Irrfan Khan,91000000,250336818.3,5.4,9.7,46.49,102,Hindi,Production House 60,January,U
Barfi,1988,Romance,Zoya Akhtar,Salman Khan,22000000,32808974.38,3,6.3,35.53,131,Hindi,Production House 314,August,A
Singham,2005,Romance,Rohit Shetty,Nawazuddin Siddiqui,88000000,366946731.8,3.8,2.8,99.86,177,Hindi,Production House 115,March,A
Sooryavanshi,2021,Thriller,Neeraj Pandey,Amitabh Bachchan,58000000,198253801.2,7.2,7.7,74,99,Hindi,Production House 372,July,U/A
Article 15,1996,Thriller,Rajkumar Hirani,Nawazuddin Siddiqui,64000000,122380413.6,5.8,1.1,94.46,136,Hindi,Production House 152,June,U/A
Swades,2020,Horror,Meghna Gulzar,Ajay Devgn,127000000,221159800.9,9,1.8,24.89,158,Hindi,Production House 44,December,U/A
Jawan,1983,Romance,Rajkumar Hirani,Aamir Khan,75000000,206226013.8,9.4,3.6,75.42,149,Hindi,Production House 104,March,A
Lagaan,1982,Sci-Fi,Rohit Shetty,Aamir Khan,133000000,190572433.5,7.2,1.1,89.06,150,Hindi,Production House 447,February,U
ZNMD,2008,Action,Imtiaz Ali,Sushant Singh Rajput,117000000,520892745.1,8.8,7.2,52.94,147,Hindi,Production House 475,April,U
PK,2004,Horror,Rajkumar Hirani,Pankaj Tripathi,41000000,165991768.5,2.8,8.3,42.39,114,Hindi,Production House 435,January,U
Barfi,2000,Drama,Meghna Gulzar,Hrithik Roshan,53000000,100033119.2,1.7,7.8,29.6,160,Hindi,Production House 212,October,A
Kantara,1991,Adventure,Zoya Akhtar,Irrfan Khan,39000000,28170322.6,4,2.3,56.73,151,Hindi,Production House 227,October,U/A
Queen,1980,Romance,Shoojit Sircar,Nawazuddin Siddiqui,109000000,79941297.92,3.9,8.2,19.21,150,Hindi,Production House 136,July,U
3 Idiots,1980,Thriller,Shoojit Sircar,Pankaj Tripathi,199000000,365570743.3,7,8.5,43.18,134,Hindi,Production House 472,March,A
Singham,2024,Adventure,Lokesh Kanagaraj,Irrfan Khan,39000000,45387552.96,8.6,1.9,68.25,116,Hindi,Production House 424,February,A
War,1986,Comedy,Shoojit Sircar,Ranveer Singh,13000000,57589936.5,3.7,5.4,65.24,141,Hindi,Production House 460,May,U/A
RRR,1989,Romance,Imtiaz Ali,Prabhas,169000000,404505330.1,4.8,7.2,69.99,148,Telugu,Production House 239,July,U
Singham,1994,Romance,Kabir Khan,Ranveer Singh,64000000,132231630,1.9,4.7,58.66,174,Hindi,Production House 417,January,U
Dangal,2019,Thriller,Meghna Gulzar,Allu Arjun,60000000,88832755.7,4.7,9,0.26,132,Hindi,Production House 78,December,U
Drishyam,1990,Thriller,Rohit Shetty,Ranbir Kapoor,110000000,471394505.8,2.9,5.8,2.67,117,Hindi,Production House 405,January,U
Baahubali,2024,Action,S. S. Rajamouli,Ranveer Singh,115000000,467601672.8,4.4,2.1,58.03,110,Hindi,Production House 289,October,U/A
Lagaan,2002,Horror,Lokesh Kanagaraj,Aamir Khan,93000000,207340652.6,3.4,5.8,96.6,123,Hindi,Production House 361,August,U
Bajrangi Bhaijaan,1992,Thriller,Karan Johar,Ayushmann Khurrana,16000000,20193765.22,8.3,6.2,19.44,174,Hindi,Production House 365,May,A
Jawan,2006,Thriller,Shoojit Sircar,Sushant Singh Rajput,75000000,358796033.5,1,9.6,71.74,136,Hindi,Production House 255,August,A
Swades,2020,Thriller,Lokesh Kanagaraj,Sushant Singh Rajput,75000000,144102749.5,4,4.8,43.32,116,Hindi,Production House 55,November,U/A
Pushpa,1996,Adventure,Karan Johar,Akshay Kumar,123000000,488299268.1,9.7,9,13.91,104,Hindi,Production House 321,March,U/A
PK,1992,Horror,Imtiaz Ali,Shah Rukh Khan,136000000,351386336.6,7.1,3.9,3.33,94,Hindi,Production House 313,February,A
War,1991,Comedy,Karan Johar,Allu Arjun,193000000,775359520.6,7.9,5.1,71.34,153,Hindi,Production House 326,July,A
Pathaan,2008,Romance,Neeraj Pandey,Nawazuddin Siddiqui,177000000,472101764.5,8.7,7.1,14.39,106,Hindi,Production House 142,June,A
Queen,2000,Romance,Imtiaz Ali,Nawazuddin Siddiqui,99000000,461836892.6,4.3,9,29.84,97,Hindi,Production House 220,April,A
ZNMD,1999,Thriller,Karan Johar,Akshay Kumar,182000000,746546743.3,1.6,8,40.14,146,Hindi,Production House 25,July,U
Bajrangi Bhaijaan,1999,Sci-Fi,Rajkumar Hirani,Ayushmann Khurrana,54000000,90250236.17,4.7,2.4,70.59,146,Hindi,Production House 128,September,U
Kantara,2010,Sci-Fi,Shoojit Sircar,Hrithik Roshan,107000000,260726898.8,6.9,2.7,38.76,137,Hindi,Production House 423,September,A
RRR,1987,Horror,Sanjay Leela Bhansali,Aamir Khan,180000000,171477743.2,4.3,1.6,38.63,177,Hindi,Production House 279,March,A
Kahaani,2003,Action,Vetrimaaran,Akshay Kumar,27000000,123271764.6,5,6.6,79.42,107,Tamil,Production House 171,January,U
KGF,1990,Thriller,S. S. Rajamouli,Vicky Kaushal,94000000,76312344.19,8.4,5,0.7,131,Telugu,Production House 359,April,U/A
Chak De India,2018,Adventure,Vetrimaaran,Salman Khan,97000000,56462462,1.3,8.9,75.39,158,Hindi,Production House 184,October,A
Andhadhun,2012,Horror,Mani Ratnam,Vijay,12000000,32807385.52,4,9.9,52.17,143,Tamil,Production House 145,January,A
Swades,2021,Horror,Anurag Kashyap,Vicky Kaushal,33000000,106064672.3,5.4,8.9,54.17,105,Hindi,Production House 159,July,U/A
Chak De India,1994,Adventure,Mani Ratnam,Allu Arjun,175000000,263281333.9,3.7,1.4,34.56,174,Tamil,Production House 52,February,U
Pathaan,1983,Action,Imtiaz Ali,Irrfan Khan,57000000,174845840.2,5,9.5,9.25,165,Hindi,Production House 284,August,A
KGF,1980,Horror,Zoya Akhtar,Allu Arjun,138000000,625143928.2,4.6,1.9,9.08,106,Telugu,Production House 135,May,U/A
Padmaavat,2011,Adventure,Anurag Kashyap,Ayushmann Khurrana,28000000,92890508.76,9.3,5,34.08,133,Hindi,Production House 377,October,U/A
Queen,1990,Romance,Rohit Shetty,Vicky Kaushal,124000000,316303386.6,5.4,3.7,72.04,122,Hindi,Production House 18,January,A
Bajrangi Bhaijaan,2009,Action,Imtiaz Ali,Ajay Devgn,128000000,147191095,5.3,2.4,89.16,100,Hindi,Production House 208,February,U/A
Tanu Weds Manu,2016,Action,Imtiaz Ali,Ayushmann Khurrana,146000000,183994716.2,3.3,2.5,81.22,129,Hindi,Production House 134,April,U/A
Padmaavat,1998,Drama,Karan Johar,Amitabh Bachchan,56000000,150057384.8,1.4,4.1,79.79,126,Hindi,Production House 450,March,A
PK,2015,Action,Imtiaz Ali,Amitabh Bachchan,74000000,191219412.4,3.7,1.2,0.57,164,Hindi,Production House 404,May,A
Padmaavat,2013,Action,Shoojit Sircar,Ranbir Kapoor,8000000,22805991.97,1.2,1.6,19.16,117,Hindi,Production House 125,April,U/A
Pushpa,1986,Adventure,Meghna Gulzar,Shah Rukh Khan,190000000,529246316,8.4,7.4,94.51,119,Hindi,Production House 343,February,A
Queen,2024,Comedy,Lokesh Kanagaraj,Pankaj Tripathi,120000000,244290603.9,2.8,6.6,87.02,135,Tamil,Production House 2,November,A
Sholay,1999,Romance,Vetrimaaran,Aamir Khan,41000000,148886839.7,9.2,1.9,12.67,167,Hindi,Production House 153,September,U/A
Queen,1991,Thriller,Meghna Gulzar,Ayushmann Khurrana,52000000,75657401.36,9,4.9,63.62,132,Hindi,Production House 367,July,A
Dangal,2011,Adventure,Rohit Shetty,Hrithik Roshan,126000000,546270449.7,7,6.5,43.31,174,Hindi,Production House 390,May,U
Kantara,1981,Drama,Neeraj Pandey,Sushant Singh Rajput,43000000,59115648.46,8.8,1.9,0.77,97,Hindi,Production House 427,December,A
Gully Boy,2001,Action,Kabir Khan,Ranbir Kapoor,96000000,227663356.6,8.9,9.7,80.02,132,Hindi,Production House 232,December,U
Baahubali,2020,Comedy,Mani Ratnam,Aamir Khan,70000000,101384185.4,8,8.6,94.31,122,Hindi,Production House 157,November,U/A
Dangal,2019,Comedy,S. S. Rajamouli,Hrithik Roshan,17000000,55811639.58,5.6,3,92.08,144,Telugu,Production House 9,April,U/A
Chak De India,2003,Adventure,Sanjay Leela Bhansali,Ayushmann Khurrana,198000000,524575226.9,9.6,5.7,38.43,147,Hindi,Production House 457,October,A
Padmaavat,2010,Horror,Neeraj Pandey,Hrithik Roshan,64000000,139802427.6,8.4,5.6,78.78,110,Hindi,Production House 142,May,A
3 Idiots,1983,Thriller,Lokesh Kanagaraj,Hrithik Roshan,130000000,342953087.3,2.1,4,49.8,136,Hindi,Production House 429,February,U/A
Kantara,2003,Thriller,Shoojit Sircar,Irrfan Khan,173000000,414435693.3,4.8,7.8,98,140,Hindi,Production House 271,August,A
DDLJ,2022,Sci-Fi,Shoojit Sircar,Allu Arjun,36000000,156536814.7,5.9,6.9,96.33,118,Telugu,Production House 174,February,A
Singham,1996,Romance,Rajkumar Hirani,Ranveer Singh,184000000,194892661.1,5.8,8.8,77.34,105,Hindi,Production House 336,August,U/A
Barfi,2019,Sci-Fi,Meghna Gulzar,Amitabh Bachchan,137000000,557496346.2,4.4,1,47.13,157,Hindi,Production House 368,May,U/A
Drishyam,1998,Horror,Lokesh Kanagaraj,Vicky Kaushal,199000000,686347642.4,5.8,6.4,90.19,178,Tamil,Production House 371,April,U
Tanu Weds Manu,2019,Action,Anurag Kashyap,Allu Arjun,70000000,144720918.9,1.8,9.9,22.4,158,Hindi,Production House 301,July,U
Pathaan,2017,Comedy,Zoya Akhtar,Nawazuddin Siddiqui,82000000,380148660.6,6.9,8.1,21.42,108,Hindi,Production House 192,January,U/A
Andhadhun,2013,Drama,Vetrimaaran,Kartik Aaryan,184000000,238510973.9,5.5,4.1,55.82,128,Tamil,Production House 300,July,U/A
Dangal,2012,Romance,Imtiaz Ali,Hrithik Roshan,130000000,246518648.3,8.1,2.4,81.9,159,Hindi,Production House 9,October,U
War,1985,Adventure,Sanjay Leela Bhansali,Ranveer Singh,181000000,395808048.7,7.2,4.9,6.21,119,Hindi,Production House 348,December,U/A
Lagaan,2015,Action,Zoya Akhtar,Ranbir Kapoor,33000000,112697747.7,2,4.8,78.47,117,Hindi,Production House 324,May,U/A
Sooryavanshi,1992,Horror,Neeraj Pandey,Salman Khan,170000000,809004678.9,4.2,6.3,94.93,152,Hindi,Production House 488,June,U/A
Pushpa,1988,Thriller,Zoya Akhtar,Nawazuddin Siddiqui,74000000,234618138.3,7.6,1.6,54.6,102,Hindi,Production House 140,May,A
Dangal,2014,Horror,Rajkumar Hirani,Sushant Singh Rajput,140000000,609472833.9,4,4.5,21.36,156,Hindi,Production House 379,July,U
Queen,2013,Action,Sanjay Leela Bhansali,Vicky Kaushal,191000000,873324542.5,6.1,8.7,63.17,153,Hindi,Production House 214,January,U
DDLJ,1995,Horror,Sanjay Leela Bhansali,Vijay,59000000,153346115.7,9.7,6.8,19.68,147,Tamil,Production House 385,February,U
Lagaan,1997,Thriller,Rajkumar Hirani,Prabhas,114000000,299358707,1.7,4.9,39.05,157,Hindi,Production House 428,June,U/A
Pushpa,1997,Action,Mani Ratnam,Kartik Aaryan,6000000,9749939.176,2.7,3.8,69.96,99,Hindi,Production House 168,July,U/A
Andhadhun,2017,Drama,Shoojit Sircar,Akshay Kumar,158000000,506728011.7,5.3,3.5,38.14,140,Hindi,Production House 380,August,A
Queen,2022,Sci-Fi,Rajkumar Hirani,Ayushmann Khurrana,67000000,69688388.53,7.6,7.7,48.44,159,Hindi,Production House 388,April,U
Kahaani,2011,Romance,Shoojit Sircar,Salman Khan,21000000,70444065.12,4,4.9,54.53,90,Hindi,Production House 298,November,U/A
Kahaani,1986,Horror,Anurag Kashyap,Hrithik Roshan,63000000,284636330.6,2.1,3.2,33.94,90,Hindi,Production House 161,March,U/A
Chak De India,2002,Thriller,Rohit Shetty,Hrithik Roshan,92000000,360965274.9,3.8,8.3,7.63,96,Hindi,Production House 212,September,A
Padmaavat,2002,Drama,Shoojit Sircar,Irrfan Khan,20000000,68426953.96,6.8,3.4,51.09,169,Hindi,Production House 99,February,U/A
Dangal,1997,Comedy,Zoya Akhtar,Aamir Khan,62000000,264914714.2,8.1,1.6,48.78,177,Hindi,Production House 367,October,U
Swades,1986,Drama,Shoojit Sircar,Vicky Kaushal,196000000,741696975.6,9.8,5.9,42.65,93,Hindi,Production House 130,January,U
Kahaani,2021,Drama,Rohit Shetty,Prabhas,54000000,155707868.2,7.9,3.5,18.45,105,Telugu,Production House 394,June,U
Chak De India,2019,Drama,Neeraj Pandey,Rajkummar Rao,158000000,449476766.9,5.4,1,5.23,160,Hindi,Production House 72,November,U
Dangal,2003,Adventure,Imtiaz Ali,Kartik Aaryan,21000000,20611796.62,3.6,5.5,82.66,114,Hindi,Production House 398,March,A
Lagaan,1993,Thriller,Rajkumar Hirani,Prabhas,118000000,289674230.6,9.3,9.1,53.23,104,Hindi,Production House 317,July,U/A
Pushpa,1984,Adventure,Imtiaz Ali,Allu Arjun,50000000,142551128.4,5.8,6.8,98.03,98,Hindi,Production House 283,December,A
Gully Boy,2001,Comedy,Rajkumar Hirani,Rajkummar Rao,110000000,287608926.8,7.2,1.2,97.78,100,Hindi,Production House 77,August,A
Kantara,2001,Romance,Mani Ratnam,Kartik Aaryan,131000000,522960181.2,5.3,4.4,58.01,160,Hindi,Production House 333,February,U
KGF,1989,Drama,S. S. Rajamouli,Ajay Devgn,54000000,66113773.83,3.2,3.2,49.01,142,Hindi,Production House 182,July,U
Dangal,2005,Thriller,Anurag Kashyap,Vicky Kaushal,175000000,713482892.1,5.9,7,18.65,128,Hindi,Production House 29,October,U/A
Article 15,1994,Thriller,Vetrimaaran,Vijay,122000000,468172859,8.6,5.1,37.93,176,Tamil,Production House 264,May,U
Swades,2017,Romance,Meghna Gulzar,Irrfan Khan,180000000,819666085,4.4,2.6,78.54,92,Hindi,Production House 216,December,A
Andhadhun,2020,Sci-Fi,Zoya Akhtar,Nawazuddin Siddiqui,72000000,156999417.6,7,5.1,96.32,160,Hindi,Production House 453,May,A
Kahaani,2021,Action,Lokesh Kanagaraj,Prabhas,151000000,195461232.8,1.4,9.4,59.98,92,Telugu,Production House 476,May,A
Padmaavat,1980,Comedy,Zoya Akhtar,Hrithik Roshan,157000000,614471096.7,9.4,4.7,61.69,101,Hindi,Production House 66,May,U/A
DDLJ,1993,Comedy,Mani Ratnam,Sushant Singh Rajput,150000000,472190825,9.7,8.8,94.25,92,Hindi,Production House 469,October,A
Gully Boy,2015,Horror,Neeraj Pandey,Kartik Aaryan,55000000,203841856.2,4.5,5.3,12.69,160,Hindi,Production House 102,May,U/A
Singham,2010,Drama,Kabir Khan,Ayushmann Khurrana,150000000,747799817.8,5.5,7.8,61.18,112,Hindi,Production House 475,July,U
Sholay,2007,Action,Meghna Gulzar,Vicky Kaushal,116000000,159549749.3,2.4,8.1,58.54,127,Hindi,Production House 200,November,U/A
Andhadhun,2013,Sci-Fi,Meghna Gulzar,Amitabh Bachchan,190000000,446449122.7,2.8,7.8,20.51,168,Hindi,Production House 76,August,U
Chak De India,2014,Comedy,Rajkumar Hirani,Prabhas,68000000,92965218.57,6.4,6.7,77.38,176,Hindi,Production House 458,November,U
Padmaavat,2018,Sci-Fi,Mani Ratnam,Prabhas,189000000,826460020.8,6.6,9.6,11.92,131,Telugu,Production House 178,April,U
Pushpa,2002,Horror,Mani Ratnam,Sushant Singh Rajput,149000000,85885777.52,4.1,9.4,6.32,94,Tamil,Production House 199,July,U/A
Padmaavat,2023,Drama,Zoya Akhtar,Irrfan Khan,63000000,69835753.99,4.4,3.7,48.61,130,Hindi,Production House 425,September,U/A
KGF,1998,Action,S. S. Rajamouli,Shah Rukh Khan,199000000,321467827.7,5.6,7.3,29.97,142,Hindi,Production House 138,February,U
Singham,1997,Thriller,Zoya Akhtar,Kartik Aaryan,147000000,583730299.4,9.5,7,43.61,151,Hindi,Production House 477,September,A
Jawan,1994,Drama,Meghna Gulzar,Vicky Kaushal,104000000,346116566.9,2.3,2.8,11.26,172,Hindi,Production House 409,June,A
ZNMD,1980,Action,Rajkumar Hirani,Prabhas,30000000,67462664.81,6,3.4,45.24,113,Telugu,Production House 282,September,U
Sholay,2004,Romance,Shoojit Sircar,Salman Khan,180000000,218547245.6,1.5,3.8,43.96,176,Hindi,Production House 116,July,A
PK,2005,Comedy,Shoojit Sircar,Ranbir Kapoor,18000000,35050304.38,5.1,4,96.65,117,Hindi,Production House 410,May,U/A
Sooryavanshi,2014,Sci-Fi,Mani Ratnam,Rajkummar Rao,126000000,484519286.8,4.6,8.7,72.26,170,Hindi,Production House 454,May,U
Padmaavat,1994,Drama,Rohit Shetty,Allu Arjun,13000000,28844174.4,2.5,7.8,92.05,98,Telugu,Production House 342,January,A
PK,1983,Horror,Karan Johar,Akshay Kumar,11000000,28398468.95,2.5,8.3,78.12,150,Hindi,Production House 359,March,A
Pushpa,1994,Thriller,Lokesh Kanagaraj,Kartik Aaryan,187000000,605658791.8,5.1,9.2,78.78,142,Tamil,Production House 140,June,A
Pushpa,2021,Horror,Sanjay Leela Bhansali,Aamir Khan,144000000,663551128,2.1,5.6,86.57,106,Hindi,Production House 442,February,U/A
PK,2017,Sci-Fi,Anurag Kashyap,Nawazuddin Siddiqui,149000000,242195581.8,3.7,8.5,25.59,154,Hindi,Production House 455,November,U/A
Swades,2024,Drama,Rajkumar Hirani,Ranveer Singh,112000000,281790269.8,1.6,7.3,42.67,98,Hindi,Production House 410,June,A
Sooryavanshi,2018,Comedy,Lokesh Kanagaraj,Akshay Kumar,140000000,265502447.3,3.7,5.2,87.52,159,Tamil,Production House 269,May,A
Tanu Weds Manu,1980,Comedy,Shoojit Sircar,Ayushmann Khurrana,95000000,246794910.4,5.8,2.7,6.69,104,Hindi,Production House 82,January,A
Andhadhun,2001,Action,Vetrimaaran,Nawazuddin Siddiqui,128000000,465161857.2,7.7,4.9,5.51,95,Hindi,Production House 197,March,A
Swades,1990,Horror,Neeraj Pandey,Aamir Khan,174000000,464456186.7,8.5,2.9,64.79,107,Hindi,Production House 31,January,U
Dangal,2017,Horror,Sanjay Leela Bhansali,Rajkummar Rao,169000000,719164890.6,4,3.6,90.96,177,Hindi,Production House 273,July,A
Barfi,2016,Thriller,Sanjay Leela Bhansali,Sushant Singh Rajput,152000000,454428539.9,9.4,3.6,79.42,172,Hindi,Production House 399,November,A
Sholay,2005,Sci-Fi,Sanjay Leela Bhansali,Aamir Khan,5000000,11179716.37,3.2,7.8,79.9,147,Hindi,Production House 482,July,U
Singham,2006,Action,Meghna Gulzar,Shah Rukh Khan,13000000,52265782.37,1.7,5.6,36,112,Hindi,Production House 22,January,U
Sooryavanshi,1992,Thriller,Rohit Shetty,Vicky Kaushal,115000000,280710119.8,9.3,8.1,59.17,177,Hindi,Production House 197,August,A
Singham,1986,Adventure,Neeraj Pandey,Aamir Khan,28000000,78959632.15,5.9,8.9,77.15,116,Hindi,Production House 272,December,A
ZNMD,1987,Drama,Mani Ratnam,Nawazuddin Siddiqui,129000000,641906144.8,4.2,6.5,79.37,166,Tamil,Production House 380,July,U
PK,2002,Drama,Vetrimaaran,Ayushmann Khurrana,166000000,670464501.6,9.1,4.7,58.06,164,Hindi,Production House 161,March,U/A
Bajrangi Bhaijaan,2005,Adventure,Karan Johar,Ranbir Kapoor,40000000,173925593.4,8,8.7,80.04,104,Hindi,Production House 297,February,U/A
Sooryavanshi,2023,Horror,Neeraj Pandey,Shah Rukh Khan,8000000,25342637.01,8.5,6.1,2.69,119,Hindi,Production House 388,September,U/A
DDLJ,2006,Sci-Fi,Lokesh Kanagaraj,Sushant Singh Rajput,161000000,332782830,3.6,8.7,94.26,95,Tamil,Production House 353,July,U
Pathaan,1988,Action,Neeraj Pandey,Ranveer Singh,91000000,451424906.6,8.9,3.4,87.06,114,Hindi,Production House 348,June,A
3 Idiots,2017,Adventure,Rajkumar Hirani,Nawazuddin Siddiqui,148000000,236517384,6.8,6.1,5.19,120,Hindi,Production House 203,May,U/A
Pathaan,1992,Sci-Fi,Vetrimaaran,Ayushmann Khurrana,12000000,53132115.08,7.6,2.9,41.93,100,Hindi,Production House 447,May,U/A
KGF,1986,Romance,Rohit Shetty,Ajay Devgn,95000000,437081320.6,3.8,7.3,91.95,157,Hindi,Production House 325,March,A
Dangal,1990,Comedy,Imtiaz Ali,Prabhas,43000000,179696850.2,3.2,6.3,51.28,168,Hindi,Production House 426,May,U
Baahubali,1989,Adventure,Vetrimaaran,Shah Rukh Khan,62000000,62829440.62,4.7,6,9.15,113,Hindi,Production House 425,December,U/A
Singham,2012,Sci-Fi,Lokesh Kanagaraj,Akshay Kumar,144000000,625465228.5,6.2,6.8,96.65,103,Hindi,Production House 391,August,U/A
Sooryavanshi,2018,Action,Rohit Shetty,Vijay,176000000,613712128.2,7,4.4,35.85,113,Tamil,Production House 115,February,A
Gully Boy,1982,Adventure,Imtiaz Ali,Shah Rukh Khan,8000000,28509663.09,5.5,2.7,51.62,176,Hindi,Production House 24,March,A
Article 15,2020,Sci-Fi,Karan Johar,Ayushmann Khurrana,29000000,117142370.8,7.3,8.3,63.2,158,Hindi,Production House 44,March,U
Sholay,2008,Adventure,Rajkumar Hirani,Ranbir Kapoor,71000000,192226679.2,7.4,4.5,83.24,115,Hindi,Production House 242,June,A
War,2016,Action,Vetrimaaran,Pankaj Tripathi,171000000,291077465.8,7,9.9,87.31,131,Hindi,Production House 68,January,U
3 Idiots,2024,Drama,Meghna Gulzar,Ayushmann Khurrana,122000000,376637765.4,3.3,5.3,65.31,137,Hindi,Production House 140,May,U
Bajrangi Bhaijaan,1995,Comedy,Sanjay Leela Bhansali,Vicky Kaushal,28000000,27693107.32,5,5.4,94.84,140,Hindi,Production House 183,September,A
DDLJ,1995,Sci-Fi,Rajkumar Hirani,Aamir Khan,10000000,35366229.74,7.9,7.1,21.9,156,Hindi,Production House 260,January,U/A
Andhadhun,2023,Sci-Fi,Lokesh Kanagaraj,Rajkummar Rao,101000000,269996654.8,9,7,90.48,107,Hindi,Production House 345,June,U/A
DDLJ,2022,Sci-Fi,Meghna Gulzar,Salman Khan,76000000,209797185.2,5.5,2.6,19.01,175,Hindi,Production House 259,July,U/A
Swades,1986,Adventure,S. S. Rajamouli,Allu Arjun,165000000,220472904.8,9.9,3.5,89.44,117,Telugu,Production House 465,January,A
